sample_id,sequence_cluster_id
CYCPEPTMPDB_PAMPA_001096,864
CYCPEPTMPDB_PAMPA_001097,864
CYCPEPTMPDB_PAMPA_001100,864
CYCPEPTMPDB_PAMPA_001102,864
CYCPEPTMPDB_PAMPA_001134,864
CYCPEPTMPDB_PAMPA_001135,864
CYCPEPTMPDB_PAMPA_001136,864
CYCPEPTMPDB_PAMPA_001137,864
CYCPEPTMPDB_PAMPA_001140,864
CYCPEPTMPDB_PAMPA_001142,864
CYCPEPTMPDB_PAMPA_001254,864
CYCPEPTMPDB_PAMPA_001255,864
CYCPEPTMPDB_PAMPA_001256,864
CYCPEPTMPDB_PAMPA_001257,864
CYCPEPTMPDB_PAMPA_001260,864
CYCPEPTMPDB_PAMPA_001262,864
CYCPEPTMPDB_PAMPA_001454,864
CYCPEPTMPDB_PAMPA_001455,864
CYCPEPTMPDB_PAMPA_001472,864
CYCPEPTMPDB_PAMPA_001473,864
CYCPEPTMPDB_PAMPA_001490,864
CYCPEPTMPDB_PAMPA_001491,864
CYCPEPTMPDB_PAMPA_001508,864
CYCPEPTMPDB_PAMPA_001509,864
CYCPEPTMPDB_PAMPA_001526,864
CYCPEPTMPDB_PAMPA_001527,864
CYCPEPTMPDB_PAMPA_001544,864
CYCPEPTMPDB_PAMPA_001545,864
CYCPEPTMPDB_PAMPA_001562,864
CYCPEPTMPDB_PAMPA_001563,864
CYCPEPTMPDB_PAMPA_001580,864
CYCPEPTMPDB_PAMPA_001581,864
CYCPEPTMPDB_PAMPA_001598,864
CYCPEPTMPDB_PAMPA_001599,864
CYCPEPTMPDB_PAMPA_001616,864
CYCPEPTMPDB_PAMPA_001617,864
CYCPEPTMPDB_PAMPA_001634,864
CYCPEPTMPDB_PAMPA_001635,864
CYCPEPTMPDB_PAMPA_001652,864
CYCPEPTMPDB_PAMPA_001653,864
CYCPEPTMPDB_PAMPA_001670,864
CYCPEPTMPDB_PAMPA_001671,864
CYCPEPTMPDB_PAMPA_001688,864
CYCPEPTMPDB_PAMPA_001689,864
CYCPEPTMPDB_PAMPA_001706,864
CYCPEPTMPDB_PAMPA_001707,864
CYCPEPTMPDB_PAMPA_001724,864
CYCPEPTMPDB_PAMPA_001725,864
CYCPEPTMPDB_PAMPA_001059,865
CYCPEPTMPDB_PAMPA_001061,865
CYCPEPTMPDB_PAMPA_001066,865
CYCPEPTMPDB_PAMPA_001068,865
CYCPEPTMPDB_PAMPA_001071,865
CYCPEPTMPDB_PAMPA_001072,865
CYCPEPTMPDB_PAMPA_001099,865
CYCPEPTMPDB_PAMPA_001101,865
CYCPEPTMPDB_PAMPA_001106,865
CYCPEPTMPDB_PAMPA_001108,865
CYCPEPTMPDB_PAMPA_001111,865
CYCPEPTMPDB_PAMPA_001112,865
CYCPEPTMPDB_PAMPA_001139,865
CYCPEPTMPDB_PAMPA_001141,865
CYCPEPTMPDB_PAMPA_001146,865
CYCPEPTMPDB_PAMPA_001148,865
CYCPEPTMPDB_PAMPA_001151,865
CYCPEPTMPDB_PAMPA_001152,865
CYCPEPTMPDB_PAMPA_001259,865
CYCPEPTMPDB_PAMPA_001261,865
CYCPEPTMPDB_PAMPA_001266,865
CYCPEPTMPDB_PAMPA_001268,865
CYCPEPTMPDB_PAMPA_001271,865
CYCPEPTMPDB_PAMPA_001272,865
CYCPEPTMPDB_PAMPA_001067,866
CYCPEPTMPDB_PAMPA_001070,866
CYCPEPTMPDB_PAMPA_001075,866
CYCPEPTMPDB_PAMPA_001077,866
CYCPEPTMPDB_PAMPA_001079,866
CYCPEPTMPDB_PAMPA_001080,866
CYCPEPTMPDB_PAMPA_001081,866
CYCPEPTMPDB_PAMPA_001083,866
CYCPEPTMPDB_PAMPA_001086,866
CYCPEPTMPDB_PAMPA_001087,866
CYCPEPTMPDB_PAMPA_001089,866
CYCPEPTMPDB_PAMPA_001090,866
CYCPEPTMPDB_PAMPA_001107,866
CYCPEPTMPDB_PAMPA_001110,866
CYCPEPTMPDB_PAMPA_001115,866
CYCPEPTMPDB_PAMPA_001117,866
CYCPEPTMPDB_PAMPA_001119,866
CYCPEPTMPDB_PAMPA_001120,866
CYCPEPTMPDB_PAMPA_001121,866
CYCPEPTMPDB_PAMPA_001123,866
CYCPEPTMPDB_PAMPA_001126,866
CYCPEPTMPDB_PAMPA_001127,866
CYCPEPTMPDB_PAMPA_001129,866
CYCPEPTMPDB_PAMPA_001130,866
CYCPEPTMPDB_PAMPA_001147,866
CYCPEPTMPDB_PAMPA_001150,866
CYCPEPTMPDB_PAMPA_001155,866
CYCPEPTMPDB_PAMPA_001157,866
CYCPEPTMPDB_PAMPA_001159,866
CYCPEPTMPDB_PAMPA_001160,866
CYCPEPTMPDB_PAMPA_001161,866
CYCPEPTMPDB_PAMPA_001163,866
CYCPEPTMPDB_PAMPA_001166,866
CYCPEPTMPDB_PAMPA_001167,866
CYCPEPTMPDB_PAMPA_001169,866
CYCPEPTMPDB_PAMPA_001170,866
CYCPEPTMPDB_PAMPA_001267,866
CYCPEPTMPDB_PAMPA_001270,866
CYCPEPTMPDB_PAMPA_001275,866
CYCPEPTMPDB_PAMPA_001277,866
CYCPEPTMPDB_PAMPA_001279,866
CYCPEPTMPDB_PAMPA_001280,866
CYCPEPTMPDB_PAMPA_001281,866
CYCPEPTMPDB_PAMPA_001283,866
CYCPEPTMPDB_PAMPA_001286,866
CYCPEPTMPDB_PAMPA_001287,866
CYCPEPTMPDB_PAMPA_001289,866
CYCPEPTMPDB_PAMPA_001290,866
CYCPEPTMPDB_PAMPA_001458,866
CYCPEPTMPDB_PAMPA_001461,866
CYCPEPTMPDB_PAMPA_001476,866
CYCPEPTMPDB_PAMPA_001479,866
CYCPEPTMPDB_PAMPA_001494,866
CYCPEPTMPDB_PAMPA_001497,866
CYCPEPTMPDB_PAMPA_001512,866
CYCPEPTMPDB_PAMPA_001515,866
CYCPEPTMPDB_PAMPA_001530,866
CYCPEPTMPDB_PAMPA_001533,866
CYCPEPTMPDB_PAMPA_001548,866
CYCPEPTMPDB_PAMPA_001551,866
CYCPEPTMPDB_PAMPA_001566,866
CYCPEPTMPDB_PAMPA_001569,866
CYCPEPTMPDB_PAMPA_001584,866
CYCPEPTMPDB_PAMPA_001587,866
CYCPEPTMPDB_PAMPA_001602,866
CYCPEPTMPDB_PAMPA_001605,866
CYCPEPTMPDB_PAMPA_001620,866
CYCPEPTMPDB_PAMPA_001623,866
CYCPEPTMPDB_PAMPA_001638,866
CYCPEPTMPDB_PAMPA_001641,866
CYCPEPTMPDB_PAMPA_001656,866
CYCPEPTMPDB_PAMPA_001659,866
CYCPEPTMPDB_PAMPA_001674,866
CYCPEPTMPDB_PAMPA_001677,866
CYCPEPTMPDB_PAMPA_001692,866
CYCPEPTMPDB_PAMPA_001695,866
CYCPEPTMPDB_PAMPA_001710,866
CYCPEPTMPDB_PAMPA_001713,866
CYCPEPTMPDB_PAMPA_001728,866
CYCPEPTMPDB_PAMPA_001731,866
CYCPEPTMPDB_PAMPA_001744,867
CYCPEPTMPDB_PAMPA_001747,868
CYCPEPTMPDB_PAMPA_001787,869
CYCPEPTMPDB_PAMPA_001788,869
CYCPEPTMPDB_PAMPA_001789,869
CYCPEPTMPDB_PAMPA_001790,869
CYCPEPTMPDB_PAMPA_001791,869
CYCPEPTMPDB_PAMPA_001792,869
CYCPEPTMPDB_PAMPA_001793,869
CYCPEPTMPDB_PAMPA_001800,870
CYCPEPTMPDB_PAMPA_001801,870
CYCPEPTMPDB_PAMPA_001802,871
CYCPEPTMPDB_PAMPA_001804,872
CYCPEPTMPDB_PAMPA_001805,872
CYCPEPTMPDB_PAMPA_001807,872
CYCPEPTMPDB_PAMPA_001830,872
CYCPEPTMPDB_PAMPA_001831,872
CYCPEPTMPDB_PAMPA_001832,872
CYCPEPTMPDB_PAMPA_001808,873
CYCPEPTMPDB_PAMPA_001810,873
CYCPEPTMPDB_PAMPA_001811,873
CYCPEPTMPDB_PAMPA_001809,874
CYCPEPTMPDB_PAMPA_001833,874
CYCPEPTMPDB_PAMPA_001812,875
CYCPEPTMPDB_PAMPA_001813,875
CYCPEPTMPDB_PAMPA_001834,875
CYCPEPTMPDB_PAMPA_001814,876
CYCPEPTMPDB_PAMPA_001816,876
CYCPEPTMPDB_PAMPA_001835,876
CYCPEPTMPDB_PAMPA_001837,876
CYCPEPTMPDB_PAMPA_001815,877
CYCPEPTMPDB_PAMPA_001836,877
CYCPEPTMPDB_PAMPA_001817,878
CYCPEPTMPDB_PAMPA_001839,878
CYCPEPTMPDB_PAMPA_001818,879
CYCPEPTMPDB_PAMPA_001819,879
CYCPEPTMPDB_PAMPA_001820,879
CYCPEPTMPDB_PAMPA_001821,880
CYCPEPTMPDB_PAMPA_001823,880
CYCPEPTMPDB_PAMPA_001840,880
CYCPEPTMPDB_PAMPA_001841,880
CYCPEPTMPDB_PAMPA_001822,881
CYCPEPTMPDB_PAMPA_001825,882
CYCPEPTMPDB_PAMPA_001827,883
CYCPEPTMPDB_PAMPA_001843,883
CYCPEPTMPDB_PAMPA_001845,883
CYCPEPTMPDB_PAMPA_001828,884
CYCPEPTMPDB_PAMPA_001846,884
CYCPEPTMPDB_PAMPA_001829,885
CYCPEPTMPDB_PAMPA_001847,885
CYCPEPTMPDB_PAMPA_001838,886
CYCPEPTMPDB_PAMPA_001857,887
CYCPEPTMPDB_PAMPA_001858,888
CYCPEPTMPDB_PAMPA_001859,889
CYCPEPTMPDB_PAMPA_001860,890
CYCPEPTMPDB_PAMPA_001861,891
CYCPEPTMPDB_PAMPA_001862,892
CYCPEPTMPDB_PAMPA_001882,893
CYCPEPTMPDB_PAMPA_001883,893
CYCPEPTMPDB_PAMPA_001884,893
CYCPEPTMPDB_PAMPA_001885,893
CYCPEPTMPDB_PAMPA_001886,893
CYCPEPTMPDB_PAMPA_001887,893
CYCPEPTMPDB_PAMPA_001888,893
CYCPEPTMPDB_PAMPA_001889,893
CYCPEPTMPDB_PAMPA_001952,894
CYCPEPTMPDB_PAMPA_001954,894
CYCPEPTMPDB_PAMPA_001955,894
CYCPEPTMPDB_PAMPA_001956,894
CYCPEPTMPDB_PAMPA_001957,894
CYCPEPTMPDB_PAMPA_001958,894
CYCPEPTMPDB_PAMPA_001959,894
CYCPEPTMPDB_PAMPA_001960,894
CYCPEPTMPDB_PAMPA_001961,894
CYCPEPTMPDB_PAMPA_001962,894
CYCPEPTMPDB_PAMPA_002010,895
CYCPEPTMPDB_PAMPA_002011,895
CYCPEPTMPDB_PAMPA_002012,895
CYCPEPTMPDB_PAMPA_002013,895
CYCPEPTMPDB_PAMPA_002014,895
CYCPEPTMPDB_PAMPA_002015,895
CYCPEPTMPDB_PAMPA_002016,895
CYCPEPTMPDB_PAMPA_002017,895
CYCPEPTMPDB_PAMPA_002018,895
CYCPEPTMPDB_PAMPA_002019,895
CYCPEPTMPDB_PAMPA_002020,895
CYCPEPTMPDB_PAMPA_002021,895
CYCPEPTMPDB_PAMPA_002022,895
CYCPEPTMPDB_PAMPA_002023,895
CYCPEPTMPDB_PAMPA_002024,895
CYCPEPTMPDB_PAMPA_002025,895
CYCPEPTMPDB_PAMPA_002026,895
CYCPEPTMPDB_PAMPA_002027,895
CYCPEPTMPDB_PAMPA_002028,895
CYCPEPTMPDB_PAMPA_002029,895
CYCPEPTMPDB_PAMPA_002030,895
CYCPEPTMPDB_PAMPA_002031,895
CYCPEPTMPDB_PAMPA_002032,895
CYCPEPTMPDB_PAMPA_002033,895
CYCPEPTMPDB_PAMPA_002034,895
CYCPEPTMPDB_PAMPA_002035,895
CYCPEPTMPDB_PAMPA_002036,895
CYCPEPTMPDB_PAMPA_002037,895
CYCPEPTMPDB_PAMPA_002038,895
CYCPEPTMPDB_PAMPA_002039,895
CYCPEPTMPDB_PAMPA_002040,895
CYCPEPTMPDB_PAMPA_002044,895
CYCPEPTMPDB_PAMPA_002045,895
CYCPEPTMPDB_PAMPA_002046,895
CYCPEPTMPDB_PAMPA_002047,895
CYCPEPTMPDB_PAMPA_002051,895
CYCPEPTMPDB_PAMPA_002052,895
CYCPEPTMPDB_PAMPA_002055,895
CYCPEPTMPDB_PAMPA_002056,895
CYCPEPTMPDB_PAMPA_002057,895
CYCPEPTMPDB_PAMPA_002061,895
CYCPEPTMPDB_PAMPA_002062,895
CYCPEPTMPDB_PAMPA_002090,895
CYCPEPTMPDB_PAMPA_002091,895
CYCPEPTMPDB_PAMPA_002092,895
CYCPEPTMPDB_PAMPA_002093,895
CYCPEPTMPDB_PAMPA_002094,895
CYCPEPTMPDB_PAMPA_002095,895
CYCPEPTMPDB_PAMPA_002096,895
CYCPEPTMPDB_PAMPA_002097,895
CYCPEPTMPDB_PAMPA_002098,895
CYCPEPTMPDB_PAMPA_002099,895
CYCPEPTMPDB_PAMPA_002100,895
CYCPEPTMPDB_PAMPA_002101,895
CYCPEPTMPDB_PAMPA_002102,895
CYCPEPTMPDB_PAMPA_002103,895
CYCPEPTMPDB_PAMPA_002104,895
CYCPEPTMPDB_PAMPA_002105,895
CYCPEPTMPDB_PAMPA_002106,895
CYCPEPTMPDB_PAMPA_002107,895
CYCPEPTMPDB_PAMPA_002108,895
CYCPEPTMPDB_PAMPA_002109,895
CYCPEPTMPDB_PAMPA_002110,895
CYCPEPTMPDB_PAMPA_002111,895
CYCPEPTMPDB_PAMPA_002112,895
CYCPEPTMPDB_PAMPA_002113,895
CYCPEPTMPDB_PAMPA_002114,895
CYCPEPTMPDB_PAMPA_002115,895
CYCPEPTMPDB_PAMPA_002116,895
CYCPEPTMPDB_PAMPA_002117,895
CYCPEPTMPDB_PAMPA_002118,895
CYCPEPTMPDB_PAMPA_002119,895
CYCPEPTMPDB_PAMPA_002120,895
CYCPEPTMPDB_PAMPA_002121,895
CYCPEPTMPDB_PAMPA_002122,895
CYCPEPTMPDB_PAMPA_002123,895
CYCPEPTMPDB_PAMPA_002124,895
CYCPEPTMPDB_PAMPA_002128,895
CYCPEPTMPDB_PAMPA_002129,895
CYCPEPTMPDB_PAMPA_002130,895
CYCPEPTMPDB_PAMPA_002131,895
CYCPEPTMPDB_PAMPA_002135,895
CYCPEPTMPDB_PAMPA_002136,895
CYCPEPTMPDB_PAMPA_002140,895
CYCPEPTMPDB_PAMPA_002141,895
CYCPEPTMPDB_PAMPA_002142,895
CYCPEPTMPDB_PAMPA_002146,895
CYCPEPTMPDB_PAMPA_002156,895
CYCPEPTMPDB_PAMPA_002042,896
CYCPEPTMPDB_PAMPA_002048,896
CYCPEPTMPDB_PAMPA_002050,896
CYCPEPTMPDB_PAMPA_002060,896
CYCPEPTMPDB_PAMPA_002064,896
CYCPEPTMPDB_PAMPA_002067,896
CYCPEPTMPDB_PAMPA_002068,896
CYCPEPTMPDB_PAMPA_002127,896
CYCPEPTMPDB_PAMPA_002133,896
CYCPEPTMPDB_PAMPA_002134,896
CYCPEPTMPDB_PAMPA_002139,896
CYCPEPTMPDB_PAMPA_002145,896
CYCPEPTMPDB_PAMPA_002151,896
CYCPEPTMPDB_PAMPA_002153,896
CYCPEPTMPDB_PAMPA_002154,896
CYCPEPTMPDB_PAMPA_002155,896
CYCPEPTMPDB_PAMPA_002160,896
CYCPEPTMPDB_PAMPA_002161,896
CYCPEPTMPDB_PAMPA_002168,896
CYCPEPTMPDB_PAMPA_002172,896
CYCPEPTMPDB_PAMPA_002043,897
CYCPEPTMPDB_PAMPA_002049,897
CYCPEPTMPDB_PAMPA_002053,897
CYCPEPTMPDB_PAMPA_002059,897
CYCPEPTMPDB_PAMPA_002066,897
CYCPEPTMPDB_PAMPA_002070,897
CYCPEPTMPDB_PAMPA_002071,897
CYCPEPTMPDB_PAMPA_002076,897
CYCPEPTMPDB_PAMPA_002077,897
CYCPEPTMPDB_PAMPA_002080,897
CYCPEPTMPDB_PAMPA_002126,897
CYCPEPTMPDB_PAMPA_002132,897
CYCPEPTMPDB_PAMPA_002138,897
CYCPEPTMPDB_PAMPA_002144,897
CYCPEPTMPDB_PAMPA_002147,897
CYCPEPTMPDB_PAMPA_002150,897
CYCPEPTMPDB_PAMPA_002152,897
CYCPEPTMPDB_PAMPA_002158,897
CYCPEPTMPDB_PAMPA_002159,897
CYCPEPTMPDB_PAMPA_002163,897
CYCPEPTMPDB_PAMPA_002165,897
CYCPEPTMPDB_PAMPA_002167,897
CYCPEPTMPDB_PAMPA_002173,897
CYCPEPTMPDB_PAMPA_002078,898
CYCPEPTMPDB_PAMPA_002085,898
CYCPEPTMPDB_PAMPA_002087,898
CYCPEPTMPDB_PAMPA_002169,898
CYCPEPTMPDB_PAMPA_002174,898
CYCPEPTMPDB_PAMPA_002181,898
CYCPEPTMPDB_PAMPA_002083,899
CYCPEPTMPDB_PAMPA_002086,899
CYCPEPTMPDB_PAMPA_002178,899
CYCPEPTMPDB_PAMPA_002180,899
CYCPEPTMPDB_PAMPA_002182,899
CYCPEPTMPDB_PAMPA_002084,900
CYCPEPTMPDB_PAMPA_002177,900
CYCPEPTMPDB_PAMPA_002183,900
CYCPEPTMPDB_PAMPA_002184,900
CYCPEPTMPDB_PAMPA_002088,901
CYCPEPTMPDB_PAMPA_002185,901
CYCPEPTMPDB_PAMPA_002216,902
CYCPEPTMPDB_PAMPA_002227,902
CYCPEPTMPDB_PAMPA_002232,902
CYCPEPTMPDB_PAMPA_002242,902
CYCPEPTMPDB_PAMPA_002243,902
CYCPEPTMPDB_PAMPA_002246,902
CYCPEPTMPDB_PAMPA_002247,902
CYCPEPTMPDB_PAMPA_002249,902
CYCPEPTMPDB_PAMPA_002253,902
CYCPEPTMPDB_PAMPA_002255,902
CYCPEPTMPDB_PAMPA_002256,902
CYCPEPTMPDB_PAMPA_002291,902
CYCPEPTMPDB_PAMPA_002299,902
CYCPEPTMPDB_PAMPA_002300,902
CYCPEPTMPDB_PAMPA_002302,902
CYCPEPTMPDB_PAMPA_002307,902
CYCPEPTMPDB_PAMPA_002312,902
CYCPEPTMPDB_PAMPA_002315,902
CYCPEPTMPDB_PAMPA_002316,902
CYCPEPTMPDB_PAMPA_002318,902
CYCPEPTMPDB_PAMPA_002320,902
CYCPEPTMPDB_PAMPA_002325,902
CYCPEPTMPDB_PAMPA_002326,902
CYCPEPTMPDB_PAMPA_002329,902
CYCPEPTMPDB_PAMPA_002217,903
CYCPEPTMPDB_PAMPA_002231,903
CYCPEPTMPDB_PAMPA_002248,903
CYCPEPTMPDB_PAMPA_002292,903
CYCPEPTMPDB_PAMPA_002218,904
CYCPEPTMPDB_PAMPA_002225,904
CYCPEPTMPDB_PAMPA_002226,904
CYCPEPTMPDB_PAMPA_002230,904
CYCPEPTMPDB_PAMPA_002236,904
CYCPEPTMPDB_PAMPA_002237,904
CYCPEPTMPDB_PAMPA_002244,904
CYCPEPTMPDB_PAMPA_002245,904
CYCPEPTMPDB_PAMPA_002251,904
CYCPEPTMPDB_PAMPA_002252,904
CYCPEPTMPDB_PAMPA_002257,904
CYCPEPTMPDB_PAMPA_002297,904
CYCPEPTMPDB_PAMPA_002298,904
CYCPEPTMPDB_PAMPA_002306,904
CYCPEPTMPDB_PAMPA_002308,904
CYCPEPTMPDB_PAMPA_002313,904
CYCPEPTMPDB_PAMPA_002314,904
CYCPEPTMPDB_PAMPA_002319,904
CYCPEPTMPDB_PAMPA_002322,904
CYCPEPTMPDB_PAMPA_002324,904
CYCPEPTMPDB_PAMPA_002328,904
CYCPEPTMPDB_PAMPA_002240,905
CYCPEPTMPDB_PAMPA_002241,905
CYCPEPTMPDB_PAMPA_002250,905
CYCPEPTMPDB_PAMPA_002254,905
CYCPEPTMPDB_PAMPA_002259,905
CYCPEPTMPDB_PAMPA_002262,905
CYCPEPTMPDB_PAMPA_002311,905
CYCPEPTMPDB_PAMPA_002317,905
CYCPEPTMPDB_PAMPA_002321,905
CYCPEPTMPDB_PAMPA_002323,905
CYCPEPTMPDB_PAMPA_002261,906
CYCPEPTMPDB_PAMPA_002331,906
CYCPEPTMPDB_PAMPA_002264,907
CYCPEPTMPDB_PAMPA_002335,907
CYCPEPTMPDB_PAMPA_002333,908
CYCPEPTMPDB_PAMPA_002336,909
CYCPEPTMPDB_PAMPA_002337,909
CYCPEPTMPDB_PAMPA_002338,909
CYCPEPTMPDB_PAMPA_002339,909
CYCPEPTMPDB_PAMPA_002340,909
CYCPEPTMPDB_PAMPA_002341,909
CYCPEPTMPDB_PAMPA_002342,909
CYCPEPTMPDB_PAMPA_002343,909
CYCPEPTMPDB_PAMPA_002344,909
CYCPEPTMPDB_PAMPA_002345,909
CYCPEPTMPDB_PAMPA_002346,909
CYCPEPTMPDB_PAMPA_002347,909
CYCPEPTMPDB_PAMPA_002348,909
CYCPEPTMPDB_PAMPA_002349,909
CYCPEPTMPDB_PAMPA_002350,909
CYCPEPTMPDB_PAMPA_002351,909
CYCPEPTMPDB_PAMPA_002352,909
CYCPEPTMPDB_PAMPA_002353,909
CYCPEPTMPDB_PAMPA_002354,909
CYCPEPTMPDB_PAMPA_002355,909
CYCPEPTMPDB_PAMPA_002356,909
CYCPEPTMPDB_PAMPA_002357,909
CYCPEPTMPDB_PAMPA_002358,909
CYCPEPTMPDB_PAMPA_002359,909
CYCPEPTMPDB_PAMPA_002360,909
CYCPEPTMPDB_PAMPA_002361,909
CYCPEPTMPDB_PAMPA_002362,909
CYCPEPTMPDB_PAMPA_002363,909
CYCPEPTMPDB_PAMPA_002364,909
CYCPEPTMPDB_PAMPA_002365,909
CYCPEPTMPDB_PAMPA_002366,909
CYCPEPTMPDB_PAMPA_002370,909
CYCPEPTMPDB_PAMPA_002371,909
CYCPEPTMPDB_PAMPA_002372,909
CYCPEPTMPDB_PAMPA_002373,909
CYCPEPTMPDB_PAMPA_002378,909
CYCPEPTMPDB_PAMPA_002381,909
CYCPEPTMPDB_PAMPA_002382,909
CYCPEPTMPDB_PAMPA_002383,909
CYCPEPTMPDB_PAMPA_002384,909
CYCPEPTMPDB_PAMPA_002390,909
CYCPEPTMPDB_PAMPA_002391,909
CYCPEPTMPDB_PAMPA_002426,909
CYCPEPTMPDB_PAMPA_002427,909
CYCPEPTMPDB_PAMPA_002428,909
CYCPEPTMPDB_PAMPA_002429,909
CYCPEPTMPDB_PAMPA_002430,909
CYCPEPTMPDB_PAMPA_002431,909
CYCPEPTMPDB_PAMPA_002432,909
CYCPEPTMPDB_PAMPA_002433,909
CYCPEPTMPDB_PAMPA_002434,909
CYCPEPTMPDB_PAMPA_002435,909
CYCPEPTMPDB_PAMPA_002436,909
CYCPEPTMPDB_PAMPA_002437,909
CYCPEPTMPDB_PAMPA_002438,909
CYCPEPTMPDB_PAMPA_002439,909
CYCPEPTMPDB_PAMPA_002440,909
CYCPEPTMPDB_PAMPA_002441,909
CYCPEPTMPDB_PAMPA_002442,909
CYCPEPTMPDB_PAMPA_002443,909
CYCPEPTMPDB_PAMPA_002444,909
CYCPEPTMPDB_PAMPA_002445,909
CYCPEPTMPDB_PAMPA_002446,909
CYCPEPTMPDB_PAMPA_002447,909
CYCPEPTMPDB_PAMPA_002448,909
CYCPEPTMPDB_PAMPA_002449,909
CYCPEPTMPDB_PAMPA_002450,909
CYCPEPTMPDB_PAMPA_002451,909
CYCPEPTMPDB_PAMPA_002452,909
CYCPEPTMPDB_PAMPA_002453,909
CYCPEPTMPDB_PAMPA_002454,909
CYCPEPTMPDB_PAMPA_002455,909
CYCPEPTMPDB_PAMPA_002456,909
CYCPEPTMPDB_PAMPA_002457,909
CYCPEPTMPDB_PAMPA_002458,909
CYCPEPTMPDB_PAMPA_002462,909
CYCPEPTMPDB_PAMPA_002463,909
CYCPEPTMPDB_PAMPA_002464,909
CYCPEPTMPDB_PAMPA_002465,909
CYCPEPTMPDB_PAMPA_002466,909
CYCPEPTMPDB_PAMPA_002467,909
CYCPEPTMPDB_PAMPA_002472,909
CYCPEPTMPDB_PAMPA_002473,909
CYCPEPTMPDB_PAMPA_002476,909
CYCPEPTMPDB_PAMPA_002477,909
CYCPEPTMPDB_PAMPA_002478,909
CYCPEPTMPDB_PAMPA_002479,909
CYCPEPTMPDB_PAMPA_002482,909
CYCPEPTMPDB_PAMPA_002483,909
CYCPEPTMPDB_PAMPA_002484,909
CYCPEPTMPDB_PAMPA_002490,909
CYCPEPTMPDB_PAMPA_002522,909
CYCPEPTMPDB_PAMPA_002523,909
CYCPEPTMPDB_PAMPA_002524,909
CYCPEPTMPDB_PAMPA_002525,909
CYCPEPTMPDB_PAMPA_002526,909
CYCPEPTMPDB_PAMPA_002527,909
CYCPEPTMPDB_PAMPA_002528,909
CYCPEPTMPDB_PAMPA_002529,909
CYCPEPTMPDB_PAMPA_002530,909
CYCPEPTMPDB_PAMPA_002531,909
CYCPEPTMPDB_PAMPA_002532,909
CYCPEPTMPDB_PAMPA_002533,909
CYCPEPTMPDB_PAMPA_002534,909
CYCPEPTMPDB_PAMPA_002535,909
CYCPEPTMPDB_PAMPA_002536,909
CYCPEPTMPDB_PAMPA_002537,909
CYCPEPTMPDB_PAMPA_002538,909
CYCPEPTMPDB_PAMPA_002539,909
CYCPEPTMPDB_PAMPA_002540,909
CYCPEPTMPDB_PAMPA_002541,909
CYCPEPTMPDB_PAMPA_002542,909
CYCPEPTMPDB_PAMPA_002543,909
CYCPEPTMPDB_PAMPA_002544,909
CYCPEPTMPDB_PAMPA_002545,909
CYCPEPTMPDB_PAMPA_002546,909
CYCPEPTMPDB_PAMPA_002547,909
CYCPEPTMPDB_PAMPA_002548,909
CYCPEPTMPDB_PAMPA_002549,909
CYCPEPTMPDB_PAMPA_002550,909
CYCPEPTMPDB_PAMPA_002551,909
CYCPEPTMPDB_PAMPA_002552,909
CYCPEPTMPDB_PAMPA_002553,909
CYCPEPTMPDB_PAMPA_002554,909
CYCPEPTMPDB_PAMPA_002555,909
CYCPEPTMPDB_PAMPA_002556,909
CYCPEPTMPDB_PAMPA_002557,909
CYCPEPTMPDB_PAMPA_002558,909
CYCPEPTMPDB_PAMPA_002562,909
CYCPEPTMPDB_PAMPA_002563,909
CYCPEPTMPDB_PAMPA_002564,909
CYCPEPTMPDB_PAMPA_002565,909
CYCPEPTMPDB_PAMPA_002566,909
CYCPEPTMPDB_PAMPA_002571,909
CYCPEPTMPDB_PAMPA_002572,909
CYCPEPTMPDB_PAMPA_002576,909
CYCPEPTMPDB_PAMPA_002577,909
CYCPEPTMPDB_PAMPA_002582,909
CYCPEPTMPDB_PAMPA_002615,909
CYCPEPTMPDB_PAMPA_002616,909
CYCPEPTMPDB_PAMPA_002617,909
CYCPEPTMPDB_PAMPA_002618,909
CYCPEPTMPDB_PAMPA_002619,909
CYCPEPTMPDB_PAMPA_002620,909
CYCPEPTMPDB_PAMPA_002621,909
CYCPEPTMPDB_PAMPA_002622,909
CYCPEPTMPDB_PAMPA_002623,909
CYCPEPTMPDB_PAMPA_002624,909
CYCPEPTMPDB_PAMPA_002625,909
CYCPEPTMPDB_PAMPA_002626,909
CYCPEPTMPDB_PAMPA_002627,909
CYCPEPTMPDB_PAMPA_002628,909
CYCPEPTMPDB_PAMPA_002629,909
CYCPEPTMPDB_PAMPA_002630,909
CYCPEPTMPDB_PAMPA_002631,909
CYCPEPTMPDB_PAMPA_002632,909
CYCPEPTMPDB_PAMPA_002633,909
CYCPEPTMPDB_PAMPA_002634,909
CYCPEPTMPDB_PAMPA_002635,909
CYCPEPTMPDB_PAMPA_002636,909
CYCPEPTMPDB_PAMPA_002637,909
CYCPEPTMPDB_PAMPA_002638,909
CYCPEPTMPDB_PAMPA_002639,909
CYCPEPTMPDB_PAMPA_002640,909
CYCPEPTMPDB_PAMPA_002641,909
CYCPEPTMPDB_PAMPA_002642,909
CYCPEPTMPDB_PAMPA_002643,909
CYCPEPTMPDB_PAMPA_002644,909
CYCPEPTMPDB_PAMPA_002645,909
